timestamp,open,high,low,close,tick_volume
1750813140,101902.2987,101902.2987,101718.6812,101723.975,183617
1750813200,101732.5781,101961.0872,101732.5781,101849.3968,228509
1750813260,101844.5543,102011.3866,101829.6843,101991.731,181702
1750813320,101988.4963,102067.4725,101963.809,101986.956,103664
1750813380,102001.4535,102030.3539,101919.7945,101994.4541,110559
1750813440,102007.6904,102081.4179,101985.8343,102049.9782,95584
1750813500,102025.7077,102074.9125,101943.4957,101943.4957,131417
1750813560,101944.4102,101955.5108,101875.4504,101936.3356,80060
1750813620,101966.7284,102111.8619,101943.5839,102079.3313,168278
1750813680,102102.7885,102143.6374,102064.6446,102102.8594,78993
1750813740,102124.1575,102266.571,102105.6525,102266.571,160918
1750813800,102278.7662,102353.7229,102258.4627,102306.3428,95260
1750813860,102306.1858,102306.1858,102124.4641,102148.9748,181722
1750813920,102150.7396,102150.7396,102039.8763,102115.7646,110863
1750813980,102120.2379,102282.8557,102059.6381,102277.441,223218
1750814040,102278.0115,102371.7178,102266.1153,102315.3189,105602
1750814100,102329.0093,102329.0093,102183.7416,102183.7416,145268
1750814160,102202.7294,102307.267,102202.7294,102264.2487,104538
1750814220,102234.6418,102373.8816,102234.6418,102292.3523,139240
1750814280,102305.7505,102404.3884,102247.7383,102362.1134,156650
1750814340,102331.8303,102332.8415,102166.8577,102191.9234,165984
1750814400,102197.05,102333.0078,102167.3779,102303.5101,165630
1750814460,102303.0444,102314.6308,102226.8502,102294.9727,87781
1750814520,102280.8458,102294.7913,102159.274,102171.8669,135517
1750814580,102208.9439,102208.9439,102058.8561,102074.5521,150088
1750814640,102112.2077,102217.3787,102112.2077,102172.9237,105171
1750814700,102155.8557,102186.2595,102096.5307,102162.6004,89729
1750814760,102184.9551,102184.9551,102054.8659,102141.426,130089
1750814820,102107.9292,102107.9292,101962.5208,101974.7713,145408
1750814880,102009.915,102060.2194,101974.0971,102032.2055,86122
1750814940,102023.4934,102033.1249,101847.579,101847.579,185546
1750815000,101846.7984,101987.68,101825.465,101948.1115,162215
1750815060,101975.9116,102046.4089,101959.1722,101974.3616,87237
1750815120,101989.7314,102017.5872,101862.3358,101936.1211,155251
1750815180,101939.7585,102002.1022,101912.4394,101980.1335,89663
1750815240,101980.2664,101983.6678,101792.1888,101816.4329,191479
1750815300,101847.0678,101880.1739,101739.7236,101770.0731,140450
1750815360,101740.9508,101795.9076,101651.2902,101651.2902,144617
1750815420,101628.4657,101652.1493,101547.7176,101645.5831,104432
1750815480,101649.1533,101729.8523,101607.5464,101716.4798,122306
1750815540,101704.9861,101795.3558,101656.9186,101795.3558,138437
1750815600,101801.597,101974.0977,101801.597,101930.9222,172501
1750815660,101936.6456,102010.8775,101933.8602,102010.8775,77017
1750815720,102028.4213,102058.1731,101897.4079,101928.2969,160765
1750815780,101931.4762,102039.5702,101892.2549,102026.0756,147315
1750815840,102028.5779,102054.5786,101965.6927,102054.5786,88886
1750815900,102053.5916,102168.4866,102053.5916,102097.6669,114895
1750815960,102109.0106,102151.3013,102059.2424,102115.5349,92059
1750816020,102116.5133,102116.5133,101885.5127,101904.2459,231001
1750816080,101865.8002,101929.1879,101702.6962,101702.6962,226492
1750816140,101714.1,101726.2762,101559.9774,101559.9774,166299
1750816200,101556.9149,101611.2756,101474.4776,101547.0467,136798
1750816260,101536.8037,101567.9127,101493.5027,101493.5027,74410
1750816320,101508.3937,101620.6471,101492.4779,101594.416,128169
1750816380,101582.9136,101582.9136,101372.8153,101372.8153,210098
1750816440,101345.4278,101391.879,101266.4978,101391.879,125381
1750816500,101413.3499,101438.2935,101222.5576,101259.5491,215736
1750816560,101215.281,101228.941,101082.2405,101108.9102,146701
1750816620,101100.1234,101202.6019,101074.5569,101146.6647,128045
1750816680,101180.226,101320.4469,101156.3432,101320.4469,164104
1750816740,101259.4736,101377.7658,101259.4736,101377.7658,118292
1750816800,101353.1556,101356.5616,101274.7896,101324.8661,81772
1750816860,101324.1768,101495.4179,101324.1768,101434.8526,171241
1750816920,101460.5663,101603.4114,101401.5578,101602.0538,201854
1750816980,101615.5269,101698.0762,101477.3788,101477.3788,220697
1750817040,101498.0148,101587.6662,101432.5763,101456.7308,155090
1750817100,101461.6664,101554.5305,101461.4595,101486.15,93071
1750817160,101469.7048,101554.7182,101468.0619,101506.7275,86656
1750817220,101509.9315,101559.0729,101459.7591,101470.7306,99314
1750817280,101470.4041,101486.0677,101255.0725,101309.9294,230995
1750817340,101319.0561,101405.9697,101273.1987,101295.8707,132771
1750817400,101283.6416,101447.1268,101250.0708,101397.9466,197056
1750817460,101404.7654,101664.4389,101374.5338,101662.0755,289905
1750817520,101650.3575,101695.7187,101592.2478,101592.2478,103471
1750817580,101583.4425,101769.4335,101546.9609,101764.8668,222473
1750817640,101773.1938,101834.4697,101743.0889,101813.8815,91381
1750817700,101814.7141,101837.0416,101739.2528,101836.9668,97789
1750817760,101810.1441,101868.6611,101728.6144,101768.4879,140047
1750817820,101769.7527,101802.6142,101722.4142,101780.6684,80200
1750817880,101799.8889,101927.4685,101799.8889,101896.0222,127580
1750817940,101891.8284,101951.8542,101807.2758,101857.2863,144578
1750818000,101860.5259,101888.4956,101783.7062,101838.5689,104789
1750818060,101863.6406,101900.456,101746.9225,101797.7317,153534
1750818120,101802.2594,102037.1031,101792.1611,102029.9029,244942
1750818180,102019.2547,102127.528,102006.5652,102108.4294,120963
1750818240,102133.6795,102343.3809,102120.9621,102317.9386,222419
1750818300,102294.8725,102399.4435,102271.2391,102399.4435,128204
1750818360,102432.2823,102466.5465,102348.7017,102353.6781,117845
1750818420,102368.7039,102416.8747,102308.3654,102362.0582,108509
1750818480,102401.8262,102488.4013,102355.0723,102383.137,133329
1750818540,102405.3928,102443.9645,102326.763,102333.3595,117201
1750818600,102333.6303,102418.0421,102312.0514,102418.0421,105991
1750818660,102426.345,102462.7525,102364.9621,102400.9051,97790
1750818720,102410.7737,102534.1368,102400.0985,102494.632,134038
1750818780,102490.4141,102492.4405,102299.5636,102337.332,192877
1750818840,102316.9851,102331.0745,102212.6837,102258.3862,118391
1750818900,102234.8928,102343.2311,102198.1673,102267.4412,145064
1750818960,102270.5618,102335.5505,102215.5058,102335.5505,120045
1750819020,102350.2435,102379.0263,102196.185,102379.0263,182841
1750819080,102375.5596,102394.4381,102284.7765,102297.1101,109662
1750819140,102298.9467,102351.9034,102263.8004,102319.3251,88103
1750819200,102310.0658,102340.5505,102223.2579,102272.0469,117293
1750819260,102313.9165,102341.6442,102208.9447,102223.6353,132700
1750819320,102249.1368,102278.3872,102076.0222,102078.3764,202365
1750819380,102075.9462,102124.5701,101974.363,102087.8272,150207
1750819440,102130.5961,102247.0003,102127.3844,102163.8029,119616
1750819500,102188.9132,102289.4399,102185.413,102190.4525,104027
1750819560,102211.1027,102211.1027,102120.902,102175.7364,90201
1750819620,102216.992,102256.5863,102180.6775,102242.0291,75909
1750819680,102266.1318,102273.6159,102193.2571,102245.5923,80359
1750819740,102221.1654,102332.5043,102191.1924,102332.5043,141312
1750819800,102356.9759,102369.0831,102204.1399,102249.182,164943
1750819860,102277.9567,102289.0778,102151.6003,102164.7386,137477
1750819920,102132.4292,102220.4075,102131.1301,102220.4075,89277
1750819980,102229.6598,102303.1763,102202.1115,102293.5574,101065
1750820040,102319.3786,102346.4109,102196.81,102231.8831,149601
1750820100,102211.5754,102277.6881,102193.8353,102230.5964,83853
1750820160,102244.6706,102308.7796,102161.5762,102170.9222,147203
1750820220,102154.0316,102173.9646,102086.0733,102148.066,87891
1750820280,102156.2106,102242.4921,102136.4746,102218.5047,106018
1750820340,102190.2098,102190.2098,102008.0822,102099.3144,182128
1750820400,102069.7748,102217.597,102010.3044,102183.3871,207293
1750820460,102170.1554,102170.1554,102043.2342,102107.8762,126921
1750820520,102090.7076,102090.7076,101909.8119,101918.7686,180896
1750820580,101929.4464,102003.7452,101828.5946,101828.5946,175151
1750820640,101797.3885,101814.752,101660.5847,101660.5847,154167
1750820700,101689.1345,101716.5714,101583.0182,101583.0182,133553
1750820760,101578.8201,101600.6354,101467.5097,101488.4677,133126
1750820820,101535.1158,101535.9995,101436.3099,101467.1722,99690
1750820880,101454.5141,101468.5977,101404.4016,101414.4804,64196
1750820940,101420.5133,101440.2417,101260.7541,101271.6424,179488
1750821000,101276.1199,101342.7386,101169.9358,101209.3497,172803
1750821060,101216.7181,101230.4315,101111.9601,101131.6498,118471
1750821120,101148.1273,101209.2923,101098.1187,101098.1187,111174
1750821180,101136.1567,101218.6359,101104.0766,101218.6359,114559
1750821240,101236.1367,101359.5139,101169.5611,101359.5139,189953
1750821300,101354.6895,101424.8028,101293.4848,101348.867,131318
1750821360,101351.5508,101449.931,101351.5508,101433.0359,98380
1750821420,101457.8821,101481.0847,101406.4177,101427.4399,74667
1750821480,101390.4648,101560.5218,101390.4648,101527.1363,170057
1750821540,101558.8415,101603.8005,101533.5215,101603.8005,70279
1750821600,101583.7788,101710.677,101557.3646,101698.4651,153312
1750821660,101722.071,101800.3495,101655.9107,101684.2299,144439
1750821720,101707.4341,101746.227,101651.4461,101685.1879,94781
1750821780,101705.1842,101741.6805,101589.3828,101615.2701,152298
1750821840,101628.7602,101695.2259,101586.8447,101620.6278,108381
1750821900,101618.5917,101652.3538,101544.438,101584.4318,107916
1750821960,101577.1031,101577.1031,101486.8847,101509.6501,90218
1750822020,101516.8802,101677.5756,101490.9808,101677.5328,186595
1750822080,101649.5081,101707.3281,101611.7418,101637.8087,95586
1750822140,101625.8888,101638.2722,101517.262,101592.3968,121010
1750822200,101594.4863,101627.1857,101556.8753,101562.0419,70310
1750822260,101593.492,101779.7178,101593.492,101709.6659,186226
1750822320,101701.4685,101755.5778,101557.5156,101557.5156,198062
1750822380,101544.8712,101544.8712,101419.8476,101419.8476,125024
1750822440,101411.9615,101440.2204,101353.9766,101353.9766,86244
1750822500,101362.0053,101375.2045,101268.2387,101289.6776,106966
1750822560,101291.3203,101360.9513,101263.3714,101304.6948,97580
1750822620,101316.3132,101510.2311,101297.76,101401.2653,212471
1750822680,101419.4729,101472.0895,101354.8827,101354.8827,117207
1750822740,101333.2015,101389.6478,101193.1543,101226.9176,196494
1750822800,101193.6775,101288.764,101174.1101,101281.6427,114654
1750822860,101264.4825,101309.1118,101117.9816,101179.1436,191130
1750822920,101188.1818,101188.1818,100972.7712,101085.1884,215411
1750822980,101068.6916,101099.4936,101020.9404,101063.3656,78553
1750823040,101064.8062,101113.1717,101013.7543,101039.1485,99417
1750823100,101017.8883,101060.586,100996.2433,101051.2006,64343
1750823160,101041.3306,101066.7743,100922.2246,100973.264,144550
1750823220,100960.1456,101048.2999,100933.9289,100984.6564,114371
1750823280,100968.7312,100968.7312,100841.4556,100928.6283,127276
1750823340,100960.2098,101019.5157,100907.812,100964.9249,111704
1750823400,100963.2659,100963.2659,100837.1257,100840.056,126140
1750823460,100855.432,100996.8784,100855.432,100924.5559,141446
1750823520,100910.4305,101005.2014,100909.3874,101005.2014,95814
1750823580,100989.7272,101018.433,100900.8986,100935.5293,117534
1750823640,100910.564,100989.8897,100832.6138,100832.6138,157276
1750823700,100847.2518,100847.2518,100679.935,100717.4842,167317
1750823760,100746.7195,100887.2974,100719.1336,100887.2974,168164
1750823820,100886.52,100944.9807,100787.2017,100787.2017,157779
1750823880,100786.9337,100812.5997,100705.399,100740.7372,107201
1750823940,100710.4875,100852.4678,100710.4875,100833.1003,141980
1750824000,100829.5121,100919.9189,100805.2351,100894.5262,114684
1750824060,100865.9335,100882.5273,100755.3508,100856.9341,127177
1750824120,100841.1216,100929.8075,100818.1101,100895.6635,111697
1750824180,100886.5477,100886.5477,100656.0571,100675.6015,230491
1750824240,100652.4007,100865.2813,100652.4007,100816.5651,212881
1750824300,100828.6558,100952.5811,100818.2693,100923.4579,134312
1750824360,100895.9556,100895.9556,100733.8909,100810.3696,162065
1750824420,100802.7443,100821.7583,100700.2595,100749.2279,121499
1750824480,100768.4474,100768.4474,100650.8083,100660.9984,117639
1750824540,100662.9778,100728.7919,100603.2341,100728.7919,125558
1750824600,100730.607,100852.5074,100700.6995,100761.1111,151808
1750824660,100730.5855,100745.408,100609.6654,100683.4426,135743
1750824720,100670.4378,100780.761,100629.1127,100710.7149,151648
1750824780,100721.01,100728.5349,100635.1079,100722.4037,93427
1750824840,100705.7139,100842.3716,100683.0117,100833.621,159360
1750824900,100841.5679,100906.6087,100814.5646,100865.2813,92044
1750824960,100863.7287,100941.6847,100805.8512,100919.9054,135833
1750825020,100927.5124,101011.7788,100846.6012,100859.2977,165178
1750825080,100889.6002,100908.5774,100803.661,100852.366,104916
1750825140,100836.0551,100885.7286,100782.0528,100843.0558,103676
1750825200,100784.9368,100911.0104,100784.9368,100835.3943,126074
1750825260,100822.1809,100970.7846,100799.9822,100897.4847,170802
1750825320,100926.5864,100926.5864,100768.4298,100851.623,158157
1750825380,100866.2307,100915.5722,100805.8717,100863.9339,109700
1750825440,100906.43,101084.2513,100854.2109,101030.9206,230040
1750825500,101030.0174,101149.5803,100984.2334,101057.543,165347
1750825560,101087.2717,101249.3679,101087.2717,101165.5649,162096
1750825620,101176.7277,101238.2207,101057.0915,101124.545,181129
1750825680,101116.774,101266.3593,101116.774,101266.3593,149585
1750825740,101295.6731,101412.2803,101293.6635,101382.1761,118617
1750825800,101359.5723,101359.5723,101224.0538,101253.2189,135519
1750825860,101255.3521,101378.485,101239.7034,101311.6251,138782
1750825920,101319.2719,101333.3402,101171.2407,101280.8371,162100
1750825980,101261.6549,101291.0297,101142.3417,101166.1245,148688
1750826040,101174.4724,101264.7354,101123.1212,101229.4316,141614
1750826100,101253.7041,101273.1017,101180.5364,101269.3047,92565
1750826160,101278.9668,101310.6342,101153.1318,101204.1094,157502
1750826220,101207.3819,101207.3819,101045.8932,101118.6957,161489
1750826280,101091.965,101173.0231,101075.1134,101124.9315,97910
1750826340,101106.865,101173.0563,101066.4844,101102.156,106572
1750826400,101139.3129,101307.2738,101126.9099,101307.2738,180364
1750826460,101324.9877,101374.4862,101245.746,101268.1856,128740
1750826520,101277.346,101281.4382,101136.9587,101226.8524,144480
1750826580,101219.7053,101219.7053,101012.9151,101079.5669,206790
1750826640,101105.9796,101248.9014,101082.6163,101237.0583,166285
1750826700,101255.4742,101381.9252,101255.4742,101381.9252,126451
1750826760,101373.3655,101373.3655,101287.1555,101299.2072,86210
1750826820,101327.5069,101388.3335,101282.1562,101376.7949,106177
1750826880,101395.1341,101514.3331,101371.6553,101459.9979,142678
1750826940,101445.845,101445.845,101243.0499,101248.7632,202795
1750827000,101235.9461,101387.2357,101215.8539,101375.6868,171382
1750827060,101383.9494,101407.2229,101305.5447,101325.8189,101678
1750827120,101287.8244,101386.2031,101262.7598,101349.0847,123443
1750827180,101336.0961,101376.2571,101222.2345,101351.6736,154023
1750827240,101358.176,101429.6715,101287.7917,101399.201,141880
1750827300,101376.6058,101426.2067,101284.1596,101292.035,142047
1750827360,101300.928,101353.7961,101248.5444,101273.2928,105252
1750827420,101284.2661,101383.7171,101248.7648,101370.7216,134952
1750827480,101402.7503,101461.033,101341.4254,101356.2151,119608
1750827540,101342.2211,101385.7158,101284.2216,101315.2743,101494
1750827600,101326.8024,101326.8024,101216.0921,101265.5618,110710
1750827660,101270.525,101322.0339,101203.1424,101305.8837,118891
1750827720,101317.0639,101439.8155,101292.3595,101348.5973,147456
1750827780,101361.458,101380.9798,101277.6262,101335.9505,103354
1750827840,101327.0899,101362.0486,101206.188,101224.5311,155861
1750827900,101229.9949,101360.1418,101229.9949,101305.3475,130147
1750827960,101323.1701,101424.9709,101323.1701,101324.1552,101801
1750828020,101322.3884,101370.7518,101220.7933,101220.7933,149958
1750828080,101196.6817,101225.0906,101051.9996,101055.1289,173091
1750828140,101042.1683,101209.7901,101034.5241,101123.9272,175266
1750828200,101123.2255,101247.1802,101078.7054,101240.7943,168475
1750828260,101228.0176,101370.3514,101221.0951,101221.0951,149256
1750828320,101219.9235,101261.6146,101164.3168,101206.0976,97298
1750828380,101192.2685,101266.1977,101140.6948,101140.6948,125503
1750828440,101150.2763,101237.1085,101142.9887,101179.1435,94120
1750828500,101185.8953,101221.1183,101150.9048,101194.6168,70213
1750828560,101199.7614,101234.8432,101159.6504,101226.533,75193
1750828620,101222.8944,101222.8944,101008.0092,101038.6023,214885
1750828680,101067.0925,101079.891,100885.6427,100912.0328,194248
1750828740,100930.6203,100955.7602,100833.3077,100839.0111,122452
1750828800,100838.3044,101191.4625,100838.3044,101191.4625,353158
1750828860,101203.5902,101345.8025,101197.1815,101345.8025,148621
1750828920,101334.132,101353.4923,101148.78,101229.3561,204712
1750828980,101218.3852,101399.9596,101194.9161,101384.9462,205043
1750829040,101392.4219,101444.587,101314.7435,101431.5714,129844
1750829100,101429.4262,101562.1788,101427.4812,101457.1578,134698
1750829160,101443.7818,101639.3264,101443.7818,101634.7307,195545
1750829220,101622.5503,101770.4743,101622.5503,101760.2145,147924
1750829280,101726.2677,101748.553,101589.3355,101592.2772,159217
1750829340,101601.4228,101734.5995,101570.5791,101632.5184,164020
1750829400,101656.7962,101742.2902,101573.1669,101721.2937,169123
1750829460,101723.1143,101871.6235,101723.1143,101871.6235,148509
1750829520,101868.2198,101872.9525,101604.3885,101608.7199,268564
1750829580,101595.5267,101732.4557,101591.0255,101732.4557,141430
1750829640,101734.9247,101774.9911,101692.9502,101703.903,82041
1750829700,101678.8125,101771.6396,101652.4451,101710.7928,119194
1750829760,101719.6676,101879.0886,101670.9917,101778.8193,208097
1750829820,101788.0945,101887.7156,101667.8008,101692.1483,219915
1750829880,101658.0313,101947.4463,101658.0313,101898.1339,289415
1750829940,101899.6566,101964.2328,101829.1951,101829.1951,135038
1750830000,101862.5462,101880.1813,101798.3548,101841.9238,81826
1750830060,101836.4611,101966.4839,101758.1811,101966.4839,208303
1750830120,101991.2819,101994.3217,101913.2331,101988.0566,81089
1750830180,102004.3564,102041.6967,101968.3404,102040.9783,73356
1750830240,102067.7737,102112.867,102042.7739,102066.3327,70093
1750830300,102063.9649,102123.7583,101918.8399,101918.8399,204918
1750830360,101909.0745,102190.8776,101909.0745,102158.2964,281803
1750830420,102171.4072,102451.6855,102171.4072,102421.0358,280278
1750830480,102392.2211,102494.0477,102368.4245,102469.2438,125623
1750830540,102469.0893,102746.0722,102469.0893,102746.0722,276983
1750830600,102722.0752,102724.0412,102559.3982,102565.1166,164643
1750830660,102591.6776,102707.6133,102591.6776,102707.6133,115936
1750830720,102713.3064,102855.7174,102708.4003,102855.7174,147317
1750830780,102875.8258,102941.3533,102793.0461,102861.7957,148307
1750830840,102861.2043,102974.1302,102843.6467,102850.0592,130484
1750830900,102812.1727,102830.9803,102761.4296,102815.0915,69551
1750830960,102840.8178,102899.3677,102805.3567,102866.297,94011
1750831020,102891.9246,102924.2421,102827.841,102894.5933,96401
1750831080,102935.8837,102970.5775,102866.8339,102902.7858,103744
1750831140,102866.286,103086.9583,102866.286,103085.445,220672
1750831200,103066.2317,103066.2317,102938.4164,102951.5972,127815
1750831260,102975.1775,103123.6904,102975.1775,103069.3225,148513
1750831320,103038.1116,103177.0337,103023.6083,103148.7162,153425
1750831380,103179.1598,103248.7484,103014.2552,103014.2552,234493
1750831440,103017.9665,103031.4991,102874.9205,102941.4103,156579
1750831500,102943.1148,102974.5207,102773.7037,102826.6435,200817
1750831560,102847.0416,102847.0416,102670.8207,102707.0947,176221
1750831620,102708.593,102708.593,102571.3095,102642.8315,137283
1750831680,102644.4666,102737.831,102644.4666,102664.9476,93364
1750831740,102680.7115,102746.8665,102630.576,102699.0125,116291
1750831800,102687.6466,102783.1454,102679.9109,102753.3366,103234
1750831860,102768.1355,103041.8484,102768.1355,103004.6474,273713
1750831920,103015.0334,103040.1313,102890.1923,102937.5344,149939
1750831980,102925.1127,103095.1279,102925.1127,102952.9269,170015
1750832040,102943.9184,103033.039,102862.2928,103033.039,170746
1750832100,102989.5201,102989.5201,102806.0198,102859.9082,183500
1750832160,102837.2975,102840.8693,102711.0995,102716.0927,129770
1750832220,102719.8557,102878.7121,102708.5133,102856.0622,170199
1750832280,102872.7176,102874.5144,102762.9532,102832.5521,111561
1750832340,102807.643,102862.7112,102666.2984,102684.9274,196413
1750832400,102682.2408,102682.2408,102525.9897,102525.9897,156251
1750832460,102509.2671,102509.2671,102353.9234,102464.5543,155344
1750832520,102468.89,102586.0131,102394.6399,102553.3342,191373
1750832580,102557.6488,102709.8449,102521.3256,102628.0599,188519
1750832640,102619.5142,102667.6162,102520.1906,102520.1906,147426
1750832700,102506.2611,102586.9754,102492.3045,102527.8118,94671
1750832760,102539.301,102672.3412,102539.301,102612.3993,133040
1750832820,102578.4066,102624.9429,102545.597,102551.1859,79346
1750832880,102577.737,102644.4169,102526.8534,102644.4169,117563
1750832940,102641.9912,102657.0634,102471.0507,102483.0884,186013
1750833000,102490.5557,102560.8849,102449.3051,102560.8849,111580
1750833060,102550.6492,102595.7504,102495.1403,102595.7504,100610
1750833120,102599.2727,102705.7076,102590.628,102693.5606,115080
1750833180,102681.4655,102694.9939,102577.026,102667.8131,117968
1750833240,102679.3157,102749.1354,102621.9217,102641.9048,127214
1750833300,102653.7963,102774.222,102653.7963,102658.6522,120426
1750833360,102675.9509,102824.7286,102661.9337,102661.9337,162795
1750833420,102648.8328,102709.0805,102605.7801,102652.4341,103300
1750833480,102657.0018,102795.6722,102641.0456,102728.5047,154627
1750833540,102733.61,102733.61,102609.4136,102648.8877,124196
1750833600,102660.3592,102838.1799,102652.6981,102792.8192,185482
1750833660,102804.4713,102841.5923,102740.7074,102797.1066,100885
1750833720,102790.3917,102853.4031,102677.4505,102677.4505,175953
1750833780,102657.2245,102706.9155,102551.141,102706.9155,155774
1750833840,102735.8476,102753.6813,102664.4179,102683.9016,89263
1750833900,102664.0273,102716.4766,102564.3049,102609.9319,152172
1750833960,102607.7017,102642.0004,102545.9432,102634.3683,96057
1750834020,102636.7037,102667.7686,102605.0319,102631.1377,62737
1750834080,102648.4505,102802.3148,102648.4505,102715.46,153864
1750834140,102739.3523,102936.2153,102739.3523,102914.2224,196863
1750834200,102944.0943,102944.0943,102692.9312,102765.48,251163
1750834260,102756.741,102780.1228,102688.6355,102715.3081,91487
1750834320,102726.3921,102857.1335,102652.1572,102657.3567,204976
1750834380,102662.2576,102830.6899,102632.1182,102811.5548,198572
1750834440,102781.8214,103073.8095,102761.5781,103071.1274,312231
1750834500,103079.4064,103079.4064,102959.6426,103003.6166,119764
1750834560,103025.0806,103056.482,102975.4419,103005.0078,81040
1750834620,103024.9305,103134.4442,103011.3099,103083.5856,123134
1750834680,103104.7521,103169.3799,103070.5203,103074.9124,98860
1750834740,103054.6765,103154.6571,102964.6255,103147.9874,190032
1750834800,103154.5427,103263.6052,103074.2594,103211.091,189346
1750834860,103217.6295,103310.6433,103170.5745,103267.0127,140069
1750834920,103264.2785,103389.4415,103204.3746,103373.1197,185067
1750834980,103382.0233,103548.6041,103367.126,103480.901,181478
1750835040,103487.2663,103566.414,103427.5418,103432.2243,138872
1750835100,103407.4053,103407.4053,103223.6449,103226.8575,183760
1750835160,103213.3872,103317.6973,103150.1393,103317.6973,167558
1750835220,103321.2938,103483.0808,103303.9559,103363.3659,179125
1750835280,103323.3318,103337.9706,103195.7595,103203.862,142211
1750835340,103194.8155,103217.5598,103085.4484,103149.6459,132111
1750835400,103161.5528,103161.5528,103040.4872,103125.1366,121066
1750835460,103092.5574,103218.8516,103092.5574,103168.8048,126294
1750835520,103177.7951,103186.1623,103071.6579,103186.1623,114504
1750835580,103184.279,103239.9108,103139.3577,103210.1531,100553
1750835640,103191.4131,103280.8804,103087.0333,103102.9193,193847
1750835700,103133.9279,103239.7344,103090.8076,103220.4084,148927
1750835760,103232.2076,103232.2076,103084.6716,103112.4244,147536
1750835820,103088.4648,103101.3109,103006.6289,103023.6037,94682
1750835880,103042.2755,103100.3386,102915.3484,102947.5317,184990
1750835940,102926.3021,102956.0383,102833.3774,102883.6362,122661
1750836000,102901.2557,102939.7476,102814.9002,102904.1324,124847
1750836060,102885.6638,103056.9187,102875.6732,102891.1516,181245
1750836120,102908.1026,102988.664,102801.2215,102804.6877,187443
1750836180,102821.1368,102860.3481,102694.6965,102694.6965,165652
1750836240,102701.2449,102722.4823,102631.8345,102640.8561,90648
1750836300,102630.2217,102727.0049,102627.6326,102727.0049,99372
1750836360,102721.9985,102722.021,102573.3575,102634.6954,148663
1750836420,102611.4038,102713.4389,102606.5557,102713.4389,106883
1750836480,102732.7856,102796.986,102732.0414,102749.8061,64945
1750836540,102738.3881,102782.8666,102664.705,102719.7002,118162
1750836600,102722.9967,102764.2315,102695.8364,102746.2166,68395
1750836660,102742.4253,102761.69,102580.9708,102580.9708,180719
1750836720,102609.4273,102633.0736,102442.3126,102450.3525,190761
1750836780,102456.2999,102487.7714,102314.8782,102314.8782,172893
1750836840,102299.9667,102410.119,102299.9667,102368.8125,110152
1750836900,102358.4476,102404.8769,102262.231,102334.9013,142646
1750836960,102317.2645,102357.2183,102261.6073,102286.1342,95611
1750837020,102294.0011,102309.9207,102197.0171,102223.3864,112904
1750837080,102194.194,102238.2685,102007.5209,102031.7556,230748
1750837140,102025.6133,102064.8398,101974.6141,101990.285,90226
1750837200,101962.6434,102050.7423,101943.3928,102037.0344,107349
1750837260,102023.0171,102137.9833,102023.0171,102110.6656,114966
1750837320,102086.4906,102254.1531,102080.3201,102253.1548,173833
1750837380,102217.9511,102264.926,102165.4903,102168.9497,99436
1750837440,102186.9281,102306.2268,102183.7671,102291.4027,122460
1750837500,102304.6793,102315.3754,102186.423,102186.423,128952
1750837560,102178.4884,102185.7337,102076.5916,102098.95,109142
